Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia
"Impresionante, hermoso y bien conservado !","Hermoso, bien diseñado, exquisito para aprender de la historia del hombre y de la civilización mexicana . Disfrute mucho esta visita , sin dudas volvería a repetir !",,5,"La Habana, Cuba",,mar de 2025
Uno de los museos imprescindibles del mundo.,Increíbles exposiciones muy bien diseñadas para cubrir la evolución de las civilizaciones en el México precolonial. Grite al departamento de seguridad. Mi esposa olvidó su riñonera (con objetos de valor) en el baño. Descubrimos esto unas horas después. La seguridad era accesible y manejaba la situación de forma rápida y profesional y pudimos recuperarlo al día siguiente (intacto). -Muchas gracias.,,5,"Carlsbad, CA",,mar de 2025
Genial incluso si no te gustan los museos,"Este es el mejor museo de arqueología en el que he estado. Nuestra familia no está súper en la arqueología, pero nos pareció extremadamente interesante. Tenía zonas interiores y exteriores, lo que era un buen contraste. Lo recomendaría a cualquiera que quiera aprender sobre la historia de las áreas. Es muy limpio y moderno.",,5,"Seabrook, TX",,mar de 2025
Un lugar que es necesario visitar,"Hermoso museo, con un número muy grande depiezas bien organizadas por épocas que le ayudan a comprender la historia de Mesoamérica.La arquitectura del museo es espectacular y la calidad de los guías que dan las explicaciones en el recorrido es muy alta.Un sitio que recomiendo visitar.",,5,"Bogotá, Colombia",,mar de 2025
Museo Nacional de Antropología e Historia,"Se los mejores museos del mundo por su arquitectura, su colección, y la experiencia que se vive desde el arribo hasta la despedida.Mi sala favorita es la del imperio azteca.",,5,"Cancún, México",,dic de 2024
LAS AUTORIDADES COMPETENTES Y EL PERSONAL COMPROMETIDO DEBEN MEJORAR VARIAS ZONAS DEL MNAH,"Museo emblemático sobre la historia mesoamericana. Una gran pieza de arquitectura moderna con un extraordinario diseño museográfico. A pesar de ser el museo más emblemático de las culturas indígenas de México, las autoridades del MNAH han abandonado, sin ningún mantenimiento las áreas exteriores del museo como el estanque central principal, la fuente en el sótano que se puede apreciar desde la explanada de entrada y los jardines interiores de las salas de exposición. Les escribí hace tres meses, me dirigieron a otra área que hace alarde de negligencia y una total y vergonzosa indiferencia. Los propios jardineros se quejan de que les han pedido el equipo adecuado y no hay respuesta alguna. Esperemos que nuevas autoridades competentes se hagan cargo de una pieza tan relevante del patrimonio cultural de la arquitectura mexicana. LA PÁGINA DE TRIPADVISOR NO ME PERMITE SUBIR FOTOS PDF TOMADAS ESPECIALMENTE PARA ESTA OPINIÓN.",,3,,,dic de 2024
TOP 10 WORLD’S MUSEUM,"No es casualidad que el MNA sea uno de los 10 mejores museos del mundo. El contenido histórico es invaluable y fantástico.Recomiendo contratar un guía para entender a fondo más de la cultura Maya, Azteca y Mesoamericana y tu experiencia tenga un valor aún aún mayor.Por si fuera poco, la arquitectura y diseño del Museo es exquisita e incluso adelantada a su época en la que se construyó, no olvides preguntar por estos detalles!",,5,"Ciudad de México, México",,mar de 2025
Visita obligada en CDMX,"Visita obligada en la ciudad de México. El museo está construido, ordenado y ambientado de tal manera que ayuda a la comprensión de lo que ha sido la evolución humana, y no sólo de las culturas mesoamericanas. Además, la zona en la que se encuentra es formidable. De paso podrás recorrer el bosque de Chapultepec. ",,5,"Montevideo, Uruguay",,mar de 2025
¡Tanta Cultura!,"Increíble museo! Fue masivo y tenía tanta historia en él, que recomiendo pasar al menos 5 - 6 horas aquí. La comida en el restaurante también era genial.",,5,"Nueva York, Estado de Nueva York",,feb de 2025
Vale la pena el precio de entrada y más!,"El museo cuenta con amplias exposiciones sobre los habitantes originales de la Ciudad de México ... los Aztecas. Los artefactos son variados y extremadamente bien curados... desde cerámica, máscaras, códices, fachadas de piedra, recreaciones, y mucho más... google translate será útil y gran parte de la información está en español. Pasamos varias horas aquí - y no lo vimos todo. Hay exhibiciones externas que también replican la ubicación selvática del pasado donde se encontraron las ruinas. Muy recomendable!",,5,"Sídney, Australia",,feb de 2025
Uno de los mejores sitios,"Qué museo tan increíble. Es enorme y realmente necesita reservar varias horas. Ojalá hubiéramos tomado una guía. Si bien parte de la información está en inglés, nos habríamos beneficiado de más. Se percibe bien el crecimiento de las culturas y la posterior conquista española.",,5,"Londres, UK",,feb de 2025
Un saludo para el equipo de seguridad,"Un saludo para el equipo de seguridad del museo. Perdimos un suéter nuevo en algún lugar de la larga ruta a través de los edificios. Estábamos un poco tristes por la pérdida, pero justo en la salida allí estaba con algunos otros objetos perdidos. Una mujer de seguridad muy amable nos pidió que demostráramos que era nuestro, por ejemplo, con una foto usándolo. Me alegro de haber recuperado el suéter. Gracias chicos por el gran servicio! Y sí, es un museo increíble, una visita obligada cuando esté en la Ciudad de México.",,5,"Amberes, Bélgica",,ene de 2025
Mejor experiencia de museo,Realmente increíble. A veces parece que estás inmerso en el pasado. Lea los carteles para comprender su historia. Es impresionante.,,5,"Londrina, PR",,feb de 2025
"Solo nos quedamos unas horas y luego nos agobió, sin duda volveremos con un guía turístico y comenzaremos en la apertura.","Absolutamente increíble museo con tantas habitaciones, necesitaría dos días para verlo todo. Ojalá hubiera ido con un guía turístico para sumergirme en la historia y la cultura.",,5,,,feb de 2025
Visita importante,"De los museos más grandes de la ciudad, lleno de pinturas, esculturas, cerámica, y todo tipo de artículos para conocer la historia de pueblos y culturas de México. Son 4 secciones de dos pisos con mucho por ver, por lo que se recomienda disponer de un par de horas si se quiere aprovechar la visita. Hay servicio de baños y varias áreas de descanso. Cada objeto tiene nombre y/o información, por lo que se puede hacer un recorrido auto-guiado. Visita importante si se viaja a Ciudad de México.",,4,,,ene de 2025
Magnífico museo - imperdible!,"Museo de historia y artefactos mesoamericanos absolutamente maravilloso. Merece la pena pasar mucho tiempo explorando el museo principal y la biblioteca, pero no olvide los otros museos especializados que se alinean en el cuadrángulo interno también. También incluye la fuente de hongos gigantes más deliciosa que jamás verás, lloviendo conocimiento sobre todos.",,5,"Norwich, UK",,ene de 2025
Imperdible,"Excelente museo, ofrece una experiencia increíble al contar con todo lo importante para aprender sobre la rica cultura de México. Además, cuenta con instalaciones modernas, bien cuidadas y espacios que hacen muy amena la visita.",,5,"Bogotá, Colombia",,ene de 2025
"Este museo es abrumador, en un sentido muy positivo.","No entiendo por qué algunos críticos afirman que dura dos horas, porque yo podría pasar fácilmente dos días examinándolo todo. Tal vez dedique más tiempo a las exposiciones que la mayoría de la gente. La combinación de objetos reales y ciertas recreaciones escénicas y arquitectónicas es algo que adoro. Creo que este es quizás uno de los mejores museos que he visto. El Museo Arqueológico de Estambul es el único que se le puede comparar.",,5,,,ene de 2025
Cuidado con los taxistas que están en el sitio de taxis,"cuidado con los taxis todos son piratas, ya no existen taxistas que son guía de turistas autorizados, les cobran lo que quieren y son prepotentes.",,5,,,feb de 2024
Una date muy interesante.,"Excelente opción para pasar uno… o varios días. Definitivamente no acabas en un día, te recomiendo mucho solicitar tour guiado",,5,"Veracruz, México",,oct de 2024
Outstanding,"This museum is as great as you would expect it to be. It's divided by region (Oaxaca, Mayan/Yucatan, Gulf, Norte, etc.). Be sure to wander outside; the museum does a great job of blending indoor and outdoor artefacts. Less than half the signs have English translations.There was an emphasis on human remains, and it was tastefully presented. Also, the section of the museum explaining archaeological excavation was straightforward and well done. Everything was beautifully lit and the museum scientists designed the flow extremely well.The second floor was completely closed.",,5,"Mérida, México",,sept de 2024
no vayas con prisa....tomatelo con calma porque necesitas recorrerlo todo,"conozco muchos museos de fuera del pais, y ninguno se compara con el museo de antropologia! ademas ahora esta muuuy bonito, ordenado y los guardias son super amables! necesitas un dia completo para recorrerlo todo",,5,"Chihuahua, México",,sept de 2024
No insulated water bottles allowed here.,I’m giving this museum 4 stars based on others reviews because unfortunately my daughter and I didn’t make it inside. I just wanted to let everyone know that if you go here with an insulated water bottle (ie metal) you will have to throw it away if you want to enter the museum. You must go through a metal detector and they search your bag. If they see food or a water bottle they direct you to an area to dispose of it. I hope this saves others time and money.,,4,"Nueva York, Estado de Nueva York",,sept de 2024
A Must,Very historical museum.This is a must for history lovers.Youur visit to mexico is incomplete without visiting the museo nacional.,,4,,,sept de 2024
Must See,"One of the best archeological museums in the Western Hemisphere.  It is impossible to spend less than 3-4 hours here.  The Museum includes exhibits and reproductions inside its halls but also architectural models/buildings outside each pavilion as well.   Upstairs is an entire ethnographic section on the states in Mexico although much of this was closed on this visit.  There is a restaurant that serves breakfast and a coffee shop that had sandwiches.  Note the architectural design of the museum with its giant fountain/roof in the center of the complex.  It features prominently in many architecture books.  Since this museum sits in the Chaputapec park area, if you visit, plan on seeing other park attractions as well.",,5,"Nipomo, CA",,sept de 2024
Museum impresses,"The size of the museum impresses people. It is a very old and historically important place and it is very difficult to understand it without a guide. The stories told by the guide are so impressive, I feel like if I come again, everything will come alive in my mind.",,4,,,sept de 2024
Las joyas de Pakal,"Visite muchas veces este museos y literalmente lo amo! Aquí están la joyas del rey maya más importante, Pakal!!! Recomiendo absolutamente de visitarlo.",,5,"Playa del Carmen, México",,nov de 2023
Museo nacional,"Great museum! After visiting numerous Aztec, Mayan, and Olmec sites, it was very interesting to see and read the information. This place is huge, a two day museum if you read all the info.",,5,"Center, TX",,ago de 2024
Wonderful experience for first timers to learn about the history of early civilization of Mexico City.,What a beautiful and massive museum. We had a private guide and still only say a fraction of the displays. Such depth of history and huge displays of very early Mexican civilization. We spent 4 hours on our first visit and look forward to returning. With a private tour we were able to better understand the stories and the displays. We are primarily English speakers so the value in a private tour were great for us as an older couple!,,5,,,ago de 2024
Must visit in Mexico City,"The National Museum of Anthropology in Mexico City is an absolute treasure and a must-visit for anyone interested in history, culture, or anthropology. The museum is vast and houses an incredible collection that spans the rich and diverse history of Mexico, from pre-Hispanic civilizations to modern indigenous cultures.Each exhibit is beautifully curated, with detailed information (in both Spanish and English) that brings the artifacts to life. The museum’s centerpiece, the Aztec Sun Stone, is breathtaking, and the Maya Hall is equally impressive. The outdoor courtyards, with their iconic umbrella fountain, provide a tranquil break between exhibits.Plan to spend at least a few hours here—there’s so much to see that rushing through would be a disservice to the experience. Even if you’re not typically a museum person, the sheer scale and quality of the exhibits will captivate you. The museum is also very accessible, with clear signage, ramps, and elevators.Whether you're a history buff or just curious about Mexico’s past, this museum offers an unforgettable journey through time. Highly recommended!",,5,"Brighton, UK",,ago de 2024
Estupendo,Visitamos este estupendo museo centrándonos en las exposiciones de las culturas azteca y maya. Es un imprescindible de la ciudad de México.,,5,Madrid,,ago de 2024
This museum is great for anthropology and historical lovers. A myriad of collections from around the world,This is a great museum for anthropology enthusiasts and history buffs. If you do not read Spanish you will need an audio guide or language appropriate guide to fully appreciate the museum,,5,"Darien, CT",,ago de 2024
The best museum in Mexico. Go even if you don't like museums.,"Incredible place. Do not miss it even if you aren't a museum person. This is a spectacular building designed with the observer in mind. The Stone of the Sun is here (used to be known as the Aztec calendar) and so many more amazing things. They have recreated scenes from many of the sites where the objects were found, which I think makes the artifacts more meaningful.",,5,"Swannanoa, Carolina del Norte",,jul de 2024
Un lugar importante y hermoso,"Espectacular exposición de las culturas ancestrales de este bello país; ya había  visitado hace muchos  años y quede impresionada también. No pude recorrerlo todo en esta ocasión porque demoramos mucho en llegar  desde el castillo Chapultepec y la dificultad para encontrar el lugar por la falta de señales, no hay una guía completa de los museos en este bosque muy hermoso, ni un mapa explicativo. Una pena no poder disfrutar este lugar, el castillo en una loma es bastante difícil para llegar, aunque después encontramos  que hay ascensor, pero no hay ningún aviso. Demasiados vendedores y música ruidosa, tal vez porque fuimos el domingo. Hay facilidad para conseguir silla de ruedas. Y las exhibiciones muy bien realizadas. Recomendado ir con tiempo suficiente.",,4,"Guayaquil, Ecuador",,jul de 2024
Impresionante museo,Un museo que debes recorrer en varios días para aprovecharlo completo. Sumamente interesante y fascinante sobre la historia de nuestro país.,,5,,,jul de 2024
Gran museo,"Me encanta que puedes conocer grandes cosas sobre la historia de las civilizaciones, y es que aquí se pueden aprender grandes cosas sobre la historia mexicana.",,5,,,sept de 2023
Museo interesante,"Un lugar obligado para visitar por mexicanos y extranjeros que quieran conocer más de la cultura de los antepasados, hay esculturas y basamentos a escala.",,5,,,dic de 2023
"Excelente museo, totalmente recomendado","totalmente recomendado, se requiere muchas horas para recorrerlo todo, por lo que la mejor hora para ir es en la mañana, es un museo muy hermoso con piezas impresionantes de la historia.",,5,Costa Rica,,feb de 2024
